Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
51.0,105963,10025,497,31,2,11.41,24,0.78,Master's,Unemployed,Single,No,Yes,Auto,Yes,0
52.0,61853,134992,425,66,2,20.58,36,0.76,PhD,Self-employed,Single,Yes,No,Other,No,0
36.0,34372,98333,399,95,1,17.21,48,0.28,Master's,Part-time,Single,Yes,No,Business,No,1
55.0,130030,141355,753,7,1,21.49,12,0.73,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
52.0,129890,120308,403,20,2,8.84,36,0.31,High School,Full-time,Divorced,Yes,No,Other,No,1
57.0,54761,171874,612,66,2,12.74,60,0.14,Bachelor's,Part-time,Single,No,No,Home,Yes,1
18.0,117854,226799,413,19,3,20.71,48,0.43,PhD,Part-time,Divorced,Yes,Yes,Business,No,1
50.0,67888,97564,505,38,4,2.95,60,0.68,High School,Part-time,Divorced,Yes,No,Other,Yes,0
40.0,32476,88275,698,43,4,10.29,48,0.76,High School,Full-time,Divorced,No,Yes,Other,No,1
28.0,128804,61793,829,109,2,14.7,12,0.15,Master's,Unemployed,Married,Yes,No,Business,Yes,0
61.0,113366,16534,558,51,4,13.61,24,0.39,Bachelor's,Full-time,Single,No,Yes,Home,No,0
31.0,29533,176579,692,48,3,14.38,12,0.32,High School,Unemployed,Married,Yes,Yes,Other,Yes,1
33.0,34693,37517,382,7,4,5.17,12,0.71,PhD,Self-employed,Divorced,Yes,No,Auto,No,0
25.0,23159,198276,423,44,3,19.76,36,0.46,High School,Self-employed,Married,No,No,Education,No,1
25.0,116367,228681,629,8,3,13.82,48,0.35,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,1
51.0,145844,173458,533,95,3,3.89,48,0.77,PhD,Self-employed,Married,Yes,No,Business,Yes,0
55.0,58025,247834,654,33,1,17.43,60,0.83,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,0
62.0,51153,154250,710,43,1,21.47,24,0.68,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,0
27.0,112117,96425,694,111,4,15.76,24,0.12,PhD,Full-time,Single,No,No,Auto,No,1
19.0,82626,55742,543,60,2,6.19,48,0.56,High School,Unemployed,Single,Yes,Yes,Home,Yes,0
56.0,133326,163919,758,67,1,4.31,24,0.4,Master's,Self-employed,Married,No,No,Home,Yes,1
37.0,81292,115005,475,10,2,13.7,36,0.66,High School,Full-time,Single,Yes,No,Business,No,0
20.0,29196,200642,315,33,4,17.7,60,0.32,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0
35.0,45199,227984,798,44,4,12.79,48,0.61,PhD,Full-time,Divorced,No,Yes,Auto,Yes,1
35.0,114922,97913,689,18,4,17.8,60,0.34,High School,Unemployed,Married,No,Yes,Home,No,1
48.0,36698,216705,501,78,2,21.41,12,0.71,PhD,Self-employed,Single,No,Yes,Other,No,1
27.0,135388,222490,756,78,2,6.37,12,0.34,Master's,Unemployed,Divorced,Yes,No,Business,Yes,1
34.0,20164,198477,482,114,1,10.64,24,0.49,Master's,Part-time,Married,Yes,Yes,Education,No,0
65.0,25998,69352,347,85,3,17.95,60,0.89,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,1
32.0,81902,169084,743,70,3,20.58,36,0.75,Bachelor's,Unemployed,Single,No,No,Home,Yes,1
69.0,111633,207669,407,77,2,14.92,48,0.11,High School,Self-employed,Divorced,Yes,No,Business,Yes,0
23.0,70736,67423,575,98,2,19.14,60,0.49,High School,Unemployed,Married,Yes,No,Auto,Yes,0
68.0,98221,131413,362,71,1,9.62,36,0.12,Master's,Self-employed,Divorced,Yes,Yes,Other,No,0
29.0,136978,244269,763,106,2,8.78,48,0.33,Master's,Full-time,Married,No,Yes,Business,No,0
40.0,67747,19049,706,43,4,7.56,36,0.78,High School,Self-employed,Single,No,Yes,Auto,Yes,0
55.0,137775,83100,779,12,1,3.67,12,0.84,Bachelor's,Full-time,Single,Yes,No,Auto,No,0
35.0,130970,111421,605,89,3,9.32,12,0.72,Master's,Part-time,Divorced,No,No,Other,Yes,1
63.0,117545,19326,706,49,1,9.23,12,0.22,PhD,Unemployed,Married,No,Yes,Education,No,0
34.0,35630,178344,350,33,3,23.72,24,0.78,PhD,Unemployed,Married,No,No,Auto,No,1
18.0,73914,58742,336,45,2,9.72,36,0.23,High School,Unemployed,Single,No,No,Home,No,1
44.0,42393,39589,776,38,2,6.0,36,0.43,Bachelor's,Unemployed,Single,No,No,Business,No,0
57.0,29567,49217,425,76,2,12.08,48,0.78,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0
55.0,43096,71252,352,11,2,18.11,12,0.33,Master's,Full-time,Married,No,No,Auto,Yes,0
46.0,94533,104742,338,96,3,24.37,60,0.22,PhD,Unemployed,Married,Yes,Yes,Other,Yes,1
66.0,20677,106586,800,69,4,17.24,36,0.22,PhD,Part-time,Divorced,Yes,No,Education,No,0
31.0,86375,53947,355,108,2,20.44,60,0.47,High School,Part-time,Divorced,No,No,Auto,Yes,1
55.0,22276,171544,607,93,1,4.22,60,0.54,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
22.0,20106,197182,618,65,2,15.86,60,0.49,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,1
54.0,40050,64184,732,53,4,15.16,12,0.89,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
47.0,105196,229196,645,12,1,8.97,60,0.83,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,1
55.0,49532,95374,333,34,4,2.41,48,0.59,Bachelor's,Part-time,Single,Yes,No,Other,Yes,1
42.0,127898,170210,715,100,1,9.78,48,0.76,Bachelor's,Full-time,Married,Yes,No,Business,Yes,0
23.0,51502,185905,467,109,1,11.13,36,0.71,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,1
35.0,15066,25467,369,108,3,22.75,36,0.67,Bachelor's,Part-time,Single,Yes,No,Other,No,1
50.0,82695,72091,302,81,2,17.96,12,0.73,PhD,Full-time,Married,No,Yes,Other,Yes,1
50.0,15228,219452,363,89,3,15.83,12,0.81,Master's,Self-employed,Divorced,No,Yes,Other,No,1
34.0,81524,157482,715,78,1,22.54,60,0.68,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No,0
42.0,29658,179030,409,114,2,20.91,12,0.38,Master's,Unemployed,Married,No,No,Business,Yes,1
19.0,95335,93615,586,108,2,19.67,48,0.48,High School,Part-time,Married,Yes,No,Auto,Yes,1
20.0,106425,110598,532,57,4,21.18,60,0.61,High School,Full-time,Married,No,No,Education,Yes,0
50.0,129546,40369,708,34,3,13.29,60,0.87,High School,Unemployed,Single,Yes,Yes,Home,No,0
38.0,47763,164020,488,90,3,24.39,60,0.57,Bachelor's,Unemployed,Married,No,Yes,Auto,No,1
56.0,75750,163886,315,74,4,24.88,12,0.58,Bachelor's,Part-time,Single,No,No,Other,No,1
42.0,31679,235107,699,51,2,24.69,12,0.66,PhD,Unemployed,Single,No,No,Education,Yes,1
59.0,92572,110600,796,6,3,16.51,12,0.31,Bachelor's,Self-employed,Single,No,No,Business,No,1
50.0,143648,241149,770,13,2,20.87,24,0.87,High School,Unemployed,Married,No,No,Other,Yes,0
21.0,133617,176163,647,10,1,18.52,24,0.13,PhD,Unemployed,Single,Yes,Yes,Business,No,1
21.0,40199,246989,310,108,3,19.41,12,0.62,Bachelor's,Part-time,Single,No,Yes,Business,No,1
57.0,42707,43895,512,14,3,16.17,60,0.8,PhD,Full-time,Married,No,Yes,Education,No,1
35.0,70258,36362,731,10,1,11.9,48,0.67,Bachelor's,Full-time,Single,Yes,No,Business,Yes,0
57.0,41614,99406,406,18,4,17.18,60,0.79,PhD,Unemployed,Single,Yes,No,Home,No,0
28.0,61145,225674,565,85,3,8.57,24,0.2,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0
54.0,129368,181406,378,40,1,24.27,48,0.11,Bachelor's,Full-time,Single,No,Yes,Business,Yes,1
24.0,147571,143620,560,24,1,19.32,12,0.37,High School,Unemployed,Single,No,Yes,Home,No,1
23.0,95197,236957,698,96,4,10.21,36,0.41,PhD,Full-time,Divorced,No,No,Home,No,1
54.0,135351,131651,727,24,4,13.17,12,0.34,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,0
36.0,17783,143379,845,44,4,2.41,60,0.73,Master's,Self-employed,Single,No,No,Education,No,1
68.0,41721,49245,808,86,1,2.19,36,0.43,PhD,Full-time,Single,Yes,Yes,Other,No,0
37.0,45413,181712,649,53,1,20.45,60,0.19,High School,Unemployed,Married,No,Yes,Other,Yes,1
51.0,123250,160424,494,111,4,16.42,48,0.75,High School,Part-time,Divorced,Yes,No,Other,No,1
50.0,90196,163288,740,20,3,24.13,12,0.59,PhD,Full-time,Divorced,Yes,Yes,Business,No,1
39.0,115296,210095,481,15,3,16.19,60,0.34,Master's,Full-time,Married,No,No,Other,No,1
22.0,89042,112951,782,2,1,23.51,60,0.86,High School,Self-employed,Divorced,No,No,Other,Yes,1
27.0,108285,163870,524,63,2,10.1,60,0.19,PhD,Unemployed,Divorced,Yes,No,Other,Yes,1
33.0,121963,61492,420,76,1,15.19,60,0.52,High School,Self-employed,Single,Yes,No,Other,No,1
64.0,125632,62176,800,47,2,3.53,60,0.14,PhD,Part-time,Married,No,No,Auto,Yes,0
25.0,32737,162044,362,98,1,6.74,24,0.59,Master's,Full-time,Married,Yes,No,Auto,No,0
37.0,25090,226912,389,65,4,20.17,60,0.45,Bachelor's,Part-time,Single,No,Yes,Home,Yes,1
61.0,58100,199071,620,29,3,16.99,12,0.46,Bachelor's,Full-time,Single,No,Yes,Other,Yes,1
22.0,48626,237271,582,101,1,5.0,60,0.1,Bachelor's,Part-time,Divorced,Yes,No,Business,Yes,1
55.0,68728,91712,713,53,1,7.89,36,0.46,High School,Unemployed,Married,Yes,Yes,Education,Yes,0
66.0,46589,143128,539,37,4,3.13,24,0.43,Bachelor's,Full-time,Married,Yes,No,Business,No,1
68.0,110691,109005,534,66,4,6.96,36,0.79,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
29.0,80738,114792,707,27,2,19.13,24,0.21,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0
35.0,96795,26610,608,70,4,19.55,24,0.61,PhD,Unemployed,Divorced,Yes,Yes,Auto,Yes,1
27.0,57448,110173,338,54,3,21.88,24,0.68,High School,Unemployed,Single,Yes,No,Auto,No,1
50.0,145156,130635,469,42,4,19.29,60,0.21,High School,Full-time,Divorced,No,No,Business,Yes,1
36.0,99713,144852,619,29,1,21.66,24,0.56,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,0
29.0,80956,83014,568,47,2,12.47,48,0.89,Master's,Full-time,Single,Yes,Yes,Education,Yes,1
52.0,82216,85857,490,24,4,15.43,48,0.53,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0
54.0,63152,236760,381,19,3,17.87,12,0.37,PhD,Unemployed,Divorced,No,Yes,Education,No,0
66.0,149660,217491,529,66,2,6.93,24,0.53,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
30.0,133059,232195,566,1,2,16.99,36,0.62,High School,Self-employed,Married,Yes,No,Home,No,1
29.0,116642,238859,318,118,4,9.85,12,0.43,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0
24.0,36821,210620,326,89,2,16.17,12,0.18,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,1
49.0,105620,68548,833,11,4,20.26,36,0.22,Master's,Part-time,Single,Yes,No,Home,Yes,1
29.0,91499,161585,765,42,1,14.44,24,0.53,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,1
35.0,80802,80552,365,22,4,8.79,36,0.27,PhD,Full-time,Married,No,No,Education,Yes,0
22.0,132757,75555,520,6,1,24.56,12,0.4,Master's,Self-employed,Single,No,No,Education,Yes,0
43.0,139828,168099,459,92,3,3.29,48,0.28,Bachelor's,Part-time,Single,Yes,No,Other,Yes,0
39.0,120950,229030,611,24,4,8.51,12,0.45,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
62.0,88826,156800,334,57,3,7.43,24,0.39,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
20.0,83016,88049,352,101,4,6.15,24,0.66,High School,Self-employed,Single,No,No,Education,Yes,0
29.0,31208,38747,308,42,4,8.88,12,0.32,Master's,Unemployed,Married,Yes,No,Business,Yes,1
24.0,105455,177960,729,119,1,17.68,60,0.86,Bachelor's,Full-time,Single,Yes,Yes,Home,No,0
35.0,25815,204249,307,116,3,5.84,60,0.37,Master's,Self-employed,Single,Yes,Yes,Auto,Yes,0
61.0,43330,201975,683,61,4,5.86,24,0.16,PhD,Full-time,Divorced,Yes,No,Other,No,0
51.0,107403,187993,500,38,1,19.98,12,0.78,High School,Unemployed,Married,No,Yes,Education,Yes,0
53.0,145626,178006,328,86,2,14.29,12,0.52,Master's,Self-employed,Single,Yes,No,Education,No,1
25.0,78173,83190,490,19,3,7.04,24,0.29,Master's,Part-time,Divorced,Yes,No,Home,No,1
49.0,17006,70272,365,38,3,17.13,24,0.86,Master's,Unemployed,Divorced,Yes,Yes,Other,No,1
31.0,77623,24317,605,52,4,10.64,36,0.17,Master's,Self-employed,Single,No,Yes,Home,Yes,0
39.0,26187,31924,505,25,1,14.67,12,0.8,Bachelor's,Self-employed,Divorced,No,Yes,Education,No,1
56.0,76306,42196,328,107,4,8.89,24,0.75,High School,Unemployed,Divorced,Yes,No,Home,No,0
42.0,146641,204638,761,95,2,7.01,60,0.47,High School,Part-time,Single,No,Yes,Business,No,1
22.0,37853,30860,753,72,4,2.32,60,0.37,PhD,Self-employed,Single,Yes,Yes,Business,No,0
45.0,76932,221478,388,69,4,10.86,48,0.64,Bachelor's,Unemployed,Married,No,No,Auto,Yes,1
61.0,126503,134905,378,88,4,13.75,36,0.53,High School,Part-time,Divorced,No,Yes,Home,No,1
24.0,102043,31381,378,35,3,19.04,60,0.52,Bachelor's,Part-time,Single,No,No,Education,Yes,1
51.0,132659,161073,489,96,3,18.01,60,0.82,Master's,Unemployed,Divorced,Yes,No,Education,Yes,1
30.0,15162,171304,626,63,2,9.12,48,0.2,PhD,Part-time,Single,No,No,Auto,Yes,0
27.0,45176,242314,726,14,3,10.88,60,0.58,PhD,Full-time,Divorced,No,No,Business,No,1
33.0,137524,247138,666,58,2,15.23,24,0.14,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,0
50.0,99865,62878,763,23,4,24.99,24,0.17,Bachelor's,Part-time,Married,Yes,No,Other,No,0
51.0,108497,126619,715,48,4,11.43,24,0.63,Master's,Self-employed,Single,No,No,Home,Yes,0
29.0,18907,13109,732,93,2,19.91,12,0.6,Master's,Self-employed,Divorced,No,No,Home,Yes,0
37.0,23347,247027,339,18,4,20.92,24,0.86,High School,Unemployed,Divorced,No,No,Business,Yes,1
26.0,129384,195574,727,95,4,22.58,60,0.22,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,1
19.0,134465,107082,763,0,1,10.86,48,0.84,Bachelor's,Part-time,Married,Yes,No,Other,No,1
22.0,42844,233133,425,82,2,12.21,60,0.4,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
26.0,61904,80567,323,75,1,24.35,12,0.28,PhD,Unemployed,Single,No,Yes,Other,No,0
23.0,104224,201264,637,64,3,23.96,36,0.66,Master's,Unemployed,Divorced,No,No,Business,Yes,0
68.0,68685,108552,848,59,2,21.55,60,0.76,High School,Full-time,Divorced,Yes,Yes,Education,Yes,0
62.0,110086,120158,515,76,1,17.05,24,0.63,High School,Full-time,Single,Yes,No,Home,Yes,0
53.0,83215,208801,843,68,4,19.24,36,0.17,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
27.0,20556,139461,658,45,2,14.78,60,0.39,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,0
30.0,112205,74552,645,114,3,4.85,60,0.27,Master's,Self-employed,Married,Yes,No,Business,Yes,0
52.0,94281,161735,681,71,2,15.03,36,0.64,Bachelor's,Full-time,Single,Yes,No,Business,No,0
21.0,108090,84900,455,98,1,2.59,12,0.63,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
24.0,73988,200538,546,7,4,15.88,60,0.37,PhD,Self-employed,Married,Yes,No,Home,Yes,1
55.0,18287,61820,620,105,3,4.18,36,0.38,Master's,Full-time,Single,No,Yes,Education,Yes,0
44.0,88918,143181,731,65,4,10.69,12,0.29,High School,Unemployed,Married,No,Yes,Other,Yes,1
55.0,37167,96007,312,56,1,3.64,60,0.55,Bachelor's,Full-time,Single,No,Yes,Other,No,0
20.0,136424,210652,543,7,2,7.14,48,0.69,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
41.0,129659,186354,459,41,1,5.57,60,0.45,Master's,Part-time,Married,No,No,Other,Yes,0
21.0,35532,243926,466,23,2,13.43,24,0.4,Master's,Unemployed,Divorced,Yes,No,Business,No,1
24.0,133470,112120,713,36,4,6.57,24,0.31,High School,Self-employed,Single,No,Yes,Auto,No,1
21.0,140594,245713,449,100,2,9.42,24,0.51,High School,Self-employed,Single,Yes,No,Auto,Yes,1
44.0,55043,128147,804,105,1,17.35,48,0.12,Master's,Self-employed,Divorced,Yes,No,Business,No,0
32.0,68235,57198,725,86,3,20.92,48,0.12,High School,Part-time,Married,No,No,Other,No,0
48.0,89267,80346,664,26,3,16.18,48,0.78,PhD,Full-time,Married,Yes,No,Other,No,1
30.0,37795,20507,444,25,4,20.38,48,0.27,PhD,Unemployed,Single,No,No,Business,No,0
27.0,64832,39864,553,117,4,16.48,48,0.38,High School,Part-time,Married,No,No,Other,No,0
69.0,142587,228711,666,112,1,19.65,60,0.34,Master's,Full-time,Married,No,Yes,Other,Yes,0
23.0,35426,246668,800,90,4,12.65,12,0.35,PhD,Full-time,Married,No,No,Education,Yes,1
42.0,51250,180133,607,53,3,17.32,60,0.34,Master's,Unemployed,Married,No,No,Business,No,0
48.0,107597,60858,583,57,2,19.62,36,0.89,PhD,Part-time,Single,No,No,Home,No,0
54.0,40960,237012,383,90,3,9.75,60,0.77,Bachelor's,Unemployed,Single,No,Yes,Education,No,1
32.0,112476,187861,331,3,2,3.79,12,0.42,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,0
36.0,95439,197965,547,12,3,4.52,48,0.22,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,1
57.0,125230,11686,557,64,3,7.08,60,0.7,PhD,Self-employed,Married,No,No,Auto,Yes,0
41.0,31250,131027,535,91,3,12.66,36,0.62,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
32.0,108989,38288,537,40,2,20.37,48,0.48,High School,Full-time,Married,Yes,No,Education,No,1
65.0,64135,247624,631,6,1,5.78,36,0.52,Bachelor's,Self-employed,Married,No,Yes,Other,No,0
62.0,61122,55980,750,13,3,7.93,60,0.31,Master's,Unemployed,Single,Yes,No,Education,No,1
48.0,35921,235259,616,58,1,7.25,12,0.57,High School,Part-time,Divorced,No,No,Home,Yes,0
63.0,64666,7750,710,90,1,2.88,36,0.24,PhD,Self-employed,Single,Yes,Yes,Other,Yes,0
27.0,49851,64635,637,38,4,24.54,36,0.44,High School,Unemployed,Married,No,No,Home,Yes,1
63.0,110027,82001,464,50,2,15.78,12,0.86,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
33.0,24557,48815,453,45,4,16.0,60,0.73,Master's,Self-employed,Divorced,Yes,No,Auto,No,1
25.0,120258,104234,516,13,1,14.49,12,0.69,Master's,Part-time,Single,No,No,Education,No,1
18.0,106774,124237,704,95,2,17.86,12,0.69,High School,Unemployed,Single,Yes,Yes,Business,No,1
50.0,132154,209857,537,79,1,20.98,36,0.31,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
25.0,16436,165659,595,96,4,17.44,48,0.28,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1
62.0,148220,25074,597,107,1,9.37,36,0.59,Bachelor's,Full-time,Single,Yes,No,Education,Yes,0
53.0,70114,18398,409,98,2,2.78,48,0.4,Bachelor's,Unemployed,Divorced,No,No,Auto,No,1
36.0,95173,191157,589,91,1,6.36,60,0.61,Bachelor's,Part-time,Divorced,Yes,No,Education,Yes,0
60.0,27468,114146,718,76,2,11.88,36,0.36,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0
20.0,125641,188138,552,99,3,12.91,12,0.53,High School,Part-time,Single,No,No,Education,No,1
40.0,139074,163589,326,88,4,15.86,36,0.52,High School,Part-time,Single,No,No,Business,Yes,0
43.0,111345,174884,750,96,3,12.16,36,0.15,PhD,Part-time,Divorced,No,Yes,Other,Yes,0
66.0,43936,237537,586,109,2,23.24,36,0.49,PhD,Part-time,Single,No,No,Home,Yes,0
51.0,84149,140351,835,64,3,6.43,24,0.59,High School,Self-employed,Married,No,No,Business,Yes,1
66.0,113648,8132,814,74,2,9.22,60,0.37,PhD,Full-time,Divorced,Yes,No,Education,Yes,0
32.0,37789,209161,544,39,3,13.39,36,0.42,Bachelor's,Unemployed,Single,Yes,No,Business,No,1
32.0,94466,209137,573,34,4,23.19,24,0.54,Master's,Part-time,Single,No,No,Auto,Yes,1
69.0,72358,48546,505,32,4,12.77,60,0.89,Master's,Full-time,Single,No,Yes,Other,Yes,0
26.0,75243,144636,522,14,2,21.76,36,0.22,Bachelor's,Full-time,Single,No,No,Auto,Yes,1
41.0,86804,55768,372,17,1,15.84,48,0.22,Master's,Full-time,Divorced,Yes,No,Education,No,1
61.0,85896,90213,564,39,4,2.97,48,0.7,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
59.0,54518,43199,492,27,1,24.95,48,0.82,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
51.0,123343,201077,607,110,4,22.71,24,0.65,Bachelor's,Full-time,Single,No,Yes,Other,Yes,1
38.0,117471,151592,560,62,2,4.46,36,0.11,Bachelor's,Full-time,Single,No,Yes,Business,Yes,0
34.0,15237,229663,832,39,1,20.67,12,0.33,High School,Full-time,Divorced,No,No,Business,Yes,1
56.0,76577,147914,447,105,4,13.76,48,0.58,Master's,Full-time,Married,No,Yes,Education,Yes,1
61.0,111493,74235,709,87,3,3.87,48,0.46,Master's,Full-time,Single,Yes,No,Other,No,0
53.0,70230,201064,418,102,3,24.84,48,0.4,Master's,Self-employed,Single,Yes,No,Education,Yes,0
63.0,97977,119719,750,63,3,7.47,60,0.44,PhD,Self-employed,Single,No,No,Auto,Yes,0
69.0,41642,172828,311,72,2,18.01,48,0.71,High School,Full-time,Divorced,No,No,Auto,Yes,0
36.0,145776,204083,632,61,4,18.35,12,0.84,Bachelor's,Unemployed,Divorced,No,No,Education,Yes,1
44.0,138041,71574,698,5,3,2.35,60,0.83,Master's,Part-time,Divorced,Yes,No,Business,No,1
36.0,146351,249169,389,115,1,6.0,36,0.24,High School,Self-employed,Married,Yes,No,Home,No,0
46.0,111010,227570,802,42,1,24.27,12,0.13,Master's,Self-employed,Married,Yes,Yes,Home,No,0
49.0,60751,133580,747,88,2,6.45,12,0.4,Master's,Self-employed,Single,Yes,No,Other,No,0
44.0,124742,116487,642,68,4,9.19,60,0.25,High School,Unemployed,Married,Yes,No,Other,No,0
20.0,82178,214526,311,33,1,6.81,60,0.52,PhD,Unemployed,Single,No,No,Home,No,1
69.0,60000,30908,391,86,1,8.14,60,0.61,Master's,Part-time,Single,Yes,Yes,Other,No,0
48.0,31997,55083,381,20,2,8.16,24,0.79,Master's,Self-employed,Divorced,No,No,Education,Yes,0
40.0,16493,108706,367,119,4,21.88,36,0.62,High School,Unemployed,Single,No,No,Auto,No,1
58.0,118284,193941,831,67,1,11.64,36,0.3,High School,Self-employed,Divorced,No,No,Home,Yes,0
53.0,94363,91908,465,99,2,6.63,12,0.89,High School,Part-time,Married,Yes,No,Business,No,0
66.0,42892,159216,629,104,2,17.24,60,0.26,High School,Self-employed,Single,No,No,Home,Yes,1
19.0,60441,241582,581,31,3,8.41,48,0.47,Master's,Self-employed,Single,No,Yes,Auto,Yes,1
42.0,17501,166166,715,31,4,8.89,60,0.53,High School,Unemployed,Divorced,Yes,No,Auto,No,1
34.0,52629,208645,730,77,4,18.67,24,0.86,High School,Part-time,Married,Yes,No,Other,No,1
20.0,19079,191587,499,70,1,16.43,48,0.32,High School,Self-employed,Married,Yes,Yes,Other,No,1
36.0,105657,243033,667,21,2,16.89,12,0.26,Master's,Full-time,Single,No,No,Business,No,1
45.0,22394,225431,564,22,3,10.85,48,0.59,Master's,Full-time,Married,No,Yes,Home,No,0
22.0,46355,111846,419,54,3,23.87,48,0.76,PhD,Unemployed,Divorced,No,No,Education,Yes,1
33.0,41165,246260,598,88,1,19.43,12,0.23,High School,Self-employed,Single,Yes,No,Auto,No,1
30.0,15621,146037,775,40,1,17.29,48,0.11,Master's,Self-employed,Divorced,No,No,Education,Yes,1
19.0,73638,51847,439,60,4,11.81,24,0.12,PhD,Part-time,Married,No,Yes,Other,No,0
49.0,32958,102406,565,107,1,24.26,48,0.44,PhD,Full-time,Divorced,No,No,Education,No,0
39.0,78909,162281,366,92,2,18.23,24,0.54,Master's,Full-time,Divorced,Yes,No,Home,Yes,1
24.0,39374,154963,715,61,2,7.24,24,0.25,High School,Self-employed,Single,Yes,No,Other,No,1
32.0,55217,153691,509,36,2,18.23,60,0.56,Master's,Self-employed,Divorced,No,No,Home,Yes,0
33.0,103318,160579,373,40,2,10.65,12,0.67,Bachelor's,Unemployed,Single,No,No,Home,Yes,0
22.0,85383,66039,829,87,3,11.3,36,0.7,High School,Self-employed,Divorced,No,No,Auto,Yes,1
34.0,28734,152377,608,67,4,21.56,60,0.59,PhD,Unemployed,Divorced,No,Yes,Business,Yes,1
20.0,109673,48997,783,69,3,7.2,48,0.41,PhD,Full-time,Single,Yes,Yes,Auto,Yes,0
53.0,47195,72949,400,100,2,16.62,24,0.2,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,1
42.0,56142,42284,718,38,3,13.55,36,0.69,PhD,Part-time,Single,Yes,No,Other,No,0
31.0,87152,138033,694,14,1,23.25,48,0.27,Master's,Part-time,Divorced,No,Yes,Business,Yes,0
27.0,47729,59426,802,17,2,14.18,60,0.77,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes,0
44.0,40867,30539,441,19,4,21.04,36,0.12,PhD,Part-time,Single,No,No,Home,Yes,0
27.0,125594,144008,650,55,1,20.62,36,0.87,High School,Part-time,Single,No,No,Auto,Yes,0
